CII_combined_visit01_phase,CII_combined_visit01_flux,CII_combined_visit02_phase,CII_combined_visit02_flux,CII_combined_visit03_phase,CII_combined_visit03_flux,CIII_visit01_phase,CIII_visit01_flux,CIII_visit02_phase,CIII_visit02_flux,CIII_visit03_phase,CIII_visit03_flux,SiII_20_visit01_phase,SiII_20_visit01_flux,SiII_20_visit02_phase,SiII_20_visit02_flux,SiII_20_visit03_phase,SiII_20_visit03_flux,SiII_visit01_phase,SiII_visit01_flux,SiII_visit02_phase,SiII_visit02_flux,SiII_visit03_phase,SiII_visit03_flux,SiIII_visit01_phase,SiIII_visit01_flux,SiIII_visit02_phase,SiIII_visit02_flux,SiIII_visit03_phase,SiIII_visit03_flux,SiIII_3_visit01_phase,SiIII_3_visit01_flux,SiIII_3_visit02_phase,SiIII_3_visit02_flux,SiIII_3_visit03_phase,SiIII_3_visit03_flux,NV_combined_visit01_phase,NV_combined_visit01_flux,NV_combined_visit02_phase,NV_combined_visit02_flux,NV_combined_visit03_phase,NV_combined_visit03_flux
-0.22353362558351364,0.9534786557940437,-0.22434397528559202,0.9773720476103586,-0.1610218339774292,0.9135900963876868,-0.22353362557623768,1.041244698566028,-0.22434397528559202,1.0455295863847192,-0.1610218339774292,0.9455675773652238,-0.22353362558351364,1.133932014724646,-0.22434397528559202,1.0008431738180343,-0.1610218339774292,0.7940683569528021,-0.22353362558351364,1.0306295520155875,-0.22434397528559202,0.823316148886895,-0.1610218339774292,0.9425214675289101,-0.22353362558351364,0.8978307271830528,-0.22434397528559202,0.9268943480684103,-0.1610218339774292,1.017356574017829,-0.22353362558351364,1.1064261598656484,-0.22434397528559202,0.8647448864181687,-0.1610218339774292,0.9741222988317356,-0.22353362558351364,0.9065231513224914,-0.22434397528559202,1.0203627290545976,-0.1610218339774292,0.9405683775250874
-0.22336001446819864,1.0056765108868357,-0.22417036417755298,1.0237015449278017,-0.1608482228621142,0.9808457745252998,-0.22336001446819864,0.984724828788439,-0.22417036417755298,0.9641155754746901,-0.1608482228621142,0.898121567267273,-0.22336001446819864,0.974578685615895,-0.22417036417755298,1.1382786261697466,-0.1608482228621142,1.0609820707172652,-0.22336001446819864,0.9843798514958678,-0.22417036417755298,0.9178719931620571,-0.1608482228621142,1.1247458698111221,-0.22336001446819864,0.8976706221622934,-0.22417036417755298,1.2345543000053283,-0.1608482228621142,0.5859746035546592,-0.22336001446819864,1.3185386725354629,-0.22417036417755298,1.061771671885988,-0.1608482228621142,1.06084512781952,-0.22336001446819864,0.9160821673076712,-0.22417036417755298,0.9199129925955227,-0.1608482228621142,1.016296298047973
-0.22318640335288364,0.9332169319350042,-0.22399675306223799,0.9539871724726272,-0.16067461176135112,1.1306046043050664,-0.22318640335288364,1.1208895891790713,-0.22399675306223799,0.8998755771772204,-0.16067461176135112,1.2426299299887993,-0.22318640335288364,0.4412210342562093,-0.22399675306223799,1.4154156512368523,-0.16067461176135112,1.1515422114210647,-0.22318640335288364,0.9529011328916327,-0.22399675306223799,1.283427824904152,-0.16067461176135112,1.0767182145667342,-0.22318640335288364,0.9974696765300222,-0.22399675306223799,1.097069147423453,-0.16067461176135112,1.8373631278531861,-0.22318640335288364,1.1679881766764837,-0.22399675306223799,0.9032388377545915,-0.16067461176135112,1.2187781286873614,-0.22318640335288364,1.0419393262711132,-0.22399675306223799,0.9682172649330845,-0.16067461176135112,1.049917101758519
-0.22301279225212056,1.0132415873846017,-0.2238231419614749,0.9787821596558204,-0.16050100064603612,1.0508396029457339,-0.22301279225212056,0.9121508157439089,-0.2238231419614749,0.9992276792802878,-0.16050100064603612,1.243172327434246,-0.22301279225212056,2.12560386394178,-0.2238231419614749,1.268019061770829,-0.16050100064603612,1.2947534522453563,-0.22301279225212056,1.0906606632938285,-0.2238231419614749,0.9872629706091162,-0.16050100064603612,1.077739378610428,-0.22301279225212056,0.5992371323320352,-0.2238231419614749,1.7067196245313376,-0.16050100064603612,1.1736522971044554,-0.22301279225212056,1.019157549273162,-0.2238231419614749,1.080159011224922,-0.16050100064603612,1.2889090452001983,-0.22301279225212056,0.924805269713903,-0.2238231419614749,1.0189649022533123,-0.16050100064603612,1.1232508421650145
-0.22283918113680556,0.9041624851629686,-0.2236495308461599,0.942817864131372,-0.16032738953072112,1.068433898784607,-0.22283918113680556,0.8733406569478835,-0.2236495308461599,0.9559448677289341,-0.16032738953072112,1.126807549326656,-0.22283918113680556,0.7234412507346798,-0.2236495308461599,0.9793813328790364,-0.16032738953072112,1.097204725168144,-0.22283918113680556,1.1763139187082856,-0.2236495308461599,1.4473254847696777,-0.16032738953072112,1.3910452416973094,-0.22283918113680556,1.0996224420645155,-0.2236495308461599,0.7243972832638019,-0.16032738953072112,1.0758237367704853,-0.22283918113680556,0.9751950062387504,-0.2236495308461599,0.8342830795095809,-0.16032738953072112,1.0962911386706875,-0.22283918113680556,0.8701925083805988,-0.2236495308461599,0.9432750189020073,-0.16032738953072112,1.1678568115217198
-0.22266557002149057,0.8946607400612732,-0.2234759197308449,0.9835514391625805,-0.16015377842268208,1.0082890240831648,-0.22266557002149057,0.9430514357757611,-0.2234759197308449,0.9268352238466516,-0.16015377842995804,1.1001318466221464,-0.22266557002149057,0.8102118558753717,-0.2234759197308449,0.5584631241483505,-0.16015377842268208,1.6976749425952187,-0.22266557002149057,1.1948891917653344,-0.2234759197308449,0.8657187911450668,-0.16015377842268208,1.1365417993542306,-0.22266557002149057,0.10010026863474786,-0.2234759197308449,2.2549707080532526,-0.16015377842268208,1.3700561985067028,-0.22266557002149057,0.8184911312354057,-0.2234759197308449,0.998786578586614,-0.16015377842268208,1.319379520234945,-0.22266557002149057,0.9911561916143148,-0.2234759197308449,1.0343527132575838,-0.16015377842268208,1.0977534091614518
-0.22249195891345153,1.0131846837393976,-0.22330230862280587,0.9565040040260634,-0.15998016731464304,1.0330882430205282,-0.22249195891345153,0.9444081524530906,-0.22330230862280587,0.9554320105503717,-0.15998016731464304,1.0252191118731482,-0.22249195891345153,0.8083081085241298,-0.22330230862280587,0.7744361629425596,-0.15998016731464304,1.2999342024801022,-0.22249195891345153,0.8486635200953617,-0.22330230862280587,1.2858466716209622,-0.15998016731464304,0.9295955363755539,-0.22249195891345153,0.6495716791448924,-0.22330230862280587,0.5618766839226672,-0.15998016731464304,0.7098742390418032,-0.22249195891345153,1.1461155165165113,-0.22330230862280587,1.0199201385059848,-0.15998016731464304,1.2133581007178988,-0.22249195891345153,1.1858717212482361,-0.22330230862280587,1.0048383990125667,-0.15998016731464304,1.1076408700570348
-0.2223183478054125,0.9528471558033828,-0.22312869751476683,0.9681503380826082,-0.15980655619932804,1.0206081401094997,-0.2223183478054125,0.9745122268217882,-0.22312869751476683,0.8216413658271925,-0.15980655619932804,1.0310408446861412,-0.2223183478054125,1.130313537064763,-0.22312869751476683,0.9683635040999942,-0.15980655619932804,0.35774629142653913,-0.2223183478054125,1.2933992274638606,-0.22312869751476683,0.8580772596828175,-0.15980655619932804,1.3093390358980563,-0.2223183478054125,0.4256100526869445,-0.22312869751476683,0.7131966047053158,-0.15980655619932804,0.7835442348681887,-0.2223183478054125,1.1031644626548465,-0.22312869751476683,0.9318432409171477,-0.15980655619932804,0.9221316439787182,-0.2223183478054125,0.9957054120038574,-0.22312869751476683,0.9593747589912215,-0.15980655619932804,1.0540456948160586
-0.2221447366900975,0.971078691942314,-0.22295508639945183,0.964547845256287,-0.159632945091289,0.9961225781719103,-0.2221447366900975,0.900233442153609,-0.22295508639945183,0.8723892600311138,-0.159632945091289,0.9641405915471193,-0.2221447366900975,0.5608511605356394,-0.22295508639945183,0.6364579710540008,-0.159632945091289,1.060114038848902,-0.2221447366900975,1.210674165420419,-0.22295508639945183,0.6574676345405455,-0.159632945091289,1.225102230862554,-0.2221447366900975,0.49015873632505363,-0.22295508639945183,1.1798802434038393,-0.159632945091289,0.9384936243867905,-0.2221447366900975,0.779119824147913,-0.22295508639945183,0.663052602533607,-0.159632945091289,0.7556825912536207,-0.2221447366900975,0.9675706712745279,-0.22295508639945183,1.0008727832767963,-0.159632945091289,1.0351725710744257
-0.22197112558205845,0.9030920623554871,-0.2227814752914128,0.9900965471683557,-0.15945933398324996,1.0268881626303688,-0.22197112558205845,0.88328584855163,-0.2227814752914128,0.8678768709874815,-0.15945933398324996,0.9199591365068391,-0.22197112558205845,1.2520592591965805,-0.2227814752914128,0.9597758081682595,-0.15945933398324996,1.3201525096328866,-0.22197112558205845,0.9784636742340008,-0.2227814752914128,1.0436717378595,-0.15945933398324996,0.9369598723356476,-0.22197112558205845,0.7738562458536161,-0.2227814752914128,1.2958264071848855,-0.15945933398324996,0.4900509922397601,-0.22197112558205845,0.7058362708636551,-0.2227814752914128,0.9822838579556827,-0.15945933398324996,0.7426904114566861,-0.22197112558205845,0.9265015633141154,-0.2227814752914128,1.027667586082877,-0.15945933398324996,0.998435425318825
