wavelength		 flux
1.214756311510944215e+03 6.226627642953872131e-13
1.214762751002323512e+03 6.348598202396758249e-13
1.214769190493702581e+03 6.474267398579056332e-13
1.214775629899275827e+03 6.603783513952584254e-13
1.214782069304849301e+03 6.737272441969309984e-13
1.214788508624506903e+03 6.874898060284351706e-13
1.214794947944164505e+03 7.016820336739857950e-13
1.214801387177791185e+03 7.163222332869921329e-13
1.214807826411418091e+03 7.314176938975566307e-13
1.214814265558894476e+03 7.469951593967565872e-13
1.214820704706370634e+03 7.630670138720482695e-13
1.214827143767572579e+03 7.796548290780859181e-13
1.214833582828774070e+03 7.967788717854941693e-13
1.214840021803572199e+03 8.144564195922711028e-13
1.214846460778370556e+03 8.327025024150702270e-13
1.214852899666631401e+03 8.515457359484907926e-13
1.214859338554892474e+03 8.710053325360940674e-13
1.214865777356478247e+03 8.911081781713731921e-13
1.214872216158064248e+03 9.118781414819568780e-13
1.214878654872831476e+03 9.333239007822868137e-13
1.214885093587599386e+03 9.554776443778883843e-13
1.214891532215400730e+03 9.783682024346804922e-13
1.214897970843202529e+03 1.002021438355503498e-12
1.214904409383885195e+03 1.026468819539733415e-12
1.214910847924568088e+03 1.051725641291787960e-12
1.214917286377974960e+03 1.077828305400002950e-12
1.214923724831382515e+03 1.104808933228622289e-12
1.214930163197351476e+03 1.132692862173129897e-12
1.214936601563320664e+03 1.161508056851808686e-12
1.214943039841684822e+03 1.191288311933817591e-12
1.214949478120049207e+03 1.222068190482148299e-12
1.214955916310637122e+03 1.253880750303107707e-12
1.214962354501224809e+03 1.286754795442021859e-12
1.214968792603859583e+03 1.320718253868970758e-12
1.214975230706493903e+03 1.355820255815979907e-12
1.214981668720993412e+03 1.392081943717156500e-12
1.214988106735493375e+03 1.429550637130247506e-12
1.214994544661672080e+03 1.468257950710602343e-12
1.215000982587851013e+03 1.508224395035379825e-12
1.215007420425517012e+03 1.549512760752125267e-12
1.215013858263183010e+03 1.592150565470884963e-12
1.215020296012140534e+03 1.636169705807766259e-12
1.215026733761097603e+03 1.681606501046510642e-12
1.215033171421144743e+03 1.728496305538625929e-12
1.215039609081192111e+03 1.776883851631138572e-12
1.215046046652122413e+03 1.826806999260350538e-12
1.215052484223053398e+03 1.878304566293189768e-12
1.215058921704656768e+03 1.931416118597094618e-12
1.215065359186259911e+03 1.986164997361670832e-12
1.215071796578318981e+03 2.042597582992743351e-12
1.215078233970378051e+03 2.100734648569702065e-12
1.215084671272672040e+03 2.160630353939763972e-12
1.215091108574966029e+03 2.222305567306128489e-12
1.215097545787268245e+03 2.285789693728494639e-12
1.215103982999570235e+03 2.351118985463499511e-12
1.215110420121649213e+03 2.418332572985596426e-12
1.215116857243728191e+03 2.487436722696403654e-12
1.215123294275347234e+03 2.558481803140498681e-12
1.215129731306966505e+03 2.631481963746220227e-12
1.215136168247883461e+03 2.706464907830054280e-12
1.215142605188800871e+03 2.783441271672762549e-12
1.215149042038770403e+03 2.862426690809241516e-12
1.215155478888739253e+03 2.943471810684210534e-12
1.215161915647507385e+03 3.026543805770056442e-12
1.215168352406275972e+03 3.111686649171846528e-12
1.215174789073586453e+03 3.198883711818275462e-12
1.215181225740897162e+03 3.288132628096385375e-12
1.215187662316487376e+03 3.379459638175424488e-12
1.215194098892077591e+03 3.472846077607666531e-12
1.215200535375679465e+03 3.568272079277518249e-12
1.215206971859281794e+03 3.665802758565218522e-12
1.215213408250623388e+03 3.765352677797844147e-12
1.215219844641964528e+03 3.866918331889814401e-12
1.215226280940766401e+03 3.970451002239224449e-12
1.215232717239568501e+03 4.075978165188571165e-12
1.215239153445547799e+03 4.183394375804299164e-12
1.215245589651526871e+03 4.292693754443238326e-12
1.215252025764394602e+03 4.403883683398630637e-12
1.215258461877262562e+03 4.516871422219776019e-12
1.215264897896724506e+03 4.631631513232200033e-12
1.215271333916186677e+03 4.748080361165080243e-12
1.215277769841943609e+03 4.866139936094293859e-12
1.215284205767700541e+03 4.985792636566412185e-12
1.215290641599447099e+03 5.106959770810392551e-12
1.215297077431193429e+03 5.229487070060344451e-12
1.215303513168619929e+03 5.353413403310075353e-12
1.215309948906046202e+03 5.478539239247790390e-12
1.215316384548836595e+03 5.604897663733540299e-12
1.215322820191626761e+03 5.732303209675173722e-12
1.215329255739459768e+03 5.860714798825457167e-12
1.215335691287292775e+03 5.989944256591262948e-12
1.215342126739842115e+03 6.119920344705822581e-12
1.215348562192391000e+03 6.250564904220607465e-12
1.215354997549324480e+03 6.381720349297304611e-12
1.215361432906257278e+03 6.513210251946482416e-12
1.215367868167237248e+03 6.644899311001692068e-12
1.215374303428217445e+03 6.776756348105740855e-12
1.215380738592901025e+03 6.908620982872732534e-12
1.215387173757584605e+03 7.040307795175613531e-12
1.215393608825622778e+03 7.171665383660454625e-12
1.215400043893661177e+03 7.302564886785236312e-12
1.215406478864700375e+03 7.432772962161104484e-12
1.215412913835740028e+03 7.562236404281043612e-12
1.215419348709420547e+03 7.690884226126258564e-12
1.215425783583100838e+03 7.818429345315136450e-12
1.215432218359056606e+03 7.944795302933492187e-12
1.215438653135012828e+03 8.069689437835547550e-12
1.215445087812873908e+03 8.192985718107504788e-12
1.215451522490735215e+03 8.314684327401034244e-12
1.215457957070124621e+03 8.434423075742607937e-12
1.215464391649514027e+03 8.552090304996402267e-12
1.215470826130049772e+03 8.667476314652287635e-12
1.215477260610585063e+03 8.780552751379472461e-12
1.215483694991878792e+03 8.891103141602292533e-12
1.215490129373172522e+03 8.998944015017970417e-12
1.215496563654830879e+03 9.103924324719177755e-12
1.215502997936489010e+03 9.205962965163830329e-12
1.215509432118112727e+03 9.304715769257508970e-12
1.215515866299736444e+03 9.400083748848358814e-12
1.215522300380920569e+03 9.492008548161707848e-12
1.215528734462104467e+03 9.580401898067927564e-12
1.215535168442438135e+03 9.665092055813636522e-12
1.215541602422771348e+03 9.745823668898267344e-12
1.215548036301838238e+03 9.822555748457561877e-12
1.215554470180904900e+03 9.895179790493960161e-12
1.215560903958282097e+03 9.963527625464778870e-12
1.215567337735659066e+03 1.002756115711448755e-11
1.215573771410919107e+03 1.008709801355195621e-11
1.215580205086178694e+03 1.014218964529389063e-11
1.215586638658886613e+03 1.019254986402158959e-11
1.215593072231594988e+03 1.023812169060782113e-11
1.215599505701311955e+03 1.027892199521477665e-11
1.215605939171028695e+03 1.031477787225748973e-11
1.215612372537308602e+03 1.034574491865796133e-11
1.215618805903588054e+03 1.037173117250469553e-11
1.215625239165979110e+03 1.039269893433981637e-11
1.215631672428370621e+03 1.040862811697152874e-11
1.215638105586415350e+03 1.041939248180119402e-11
1.215644538744460078e+03 1.042507539586330733e-11
1.215650971797695092e+03 1.042564426225377526e-11
1.215657404850930561e+03 1.042097869866242870e-11
1.215663837798885879e+03 1.041124704648438102e-11
1.215670270746842107e+03 1.039646740964037376e-11
1.215676703589044109e+03 1.037652790516894786e-11
1.215683136431245657e+03 1.035156176400143922e-11
1.215689569167210720e+03 1.032166304798325613e-11
1.215696001903176239e+03 1.028680070359679189e-11
1.215702434532418920e+03 1.024700752105737989e-11
1.215708867161661601e+03 1.020236219552634493e-11
1.215715299683686681e+03 1.015305125710146244e-11
1.215721732205712215e+03 1.009906139805454752e-11
1.215728164620021516e+03 1.004044624713971683e-11
1.215734597034331046e+03 9.977378901970373111e-12
1.215741029340418663e+03 9.909917315191702166e-12
1.215747461646506054e+03 9.838255505809919069e-12
1.215753893843860396e+03 9.762384848205372513e-12
1.215760326041214739e+03 9.682487315415095891e-12
1.215766758129317395e+03 9.598688527852108376e-12
1.215773190217420506e+03 9.511091414194026337e-12
1.215779622195748061e+03 9.419907480470002161e-12
1.215786054174075844e+03 9.325185431079259258e-12
1.215792486042098517e+03 9.227135442333849217e-12
1.215798917910121418e+03 9.125897416811919504e-12
1.215805349667302153e+03 9.021604547622626829e-12
1.215811781424483115e+03 8.914391464435293633e-12
1.215818213032802760e+03 8.804445387314626597e-12
1.215824644641122404e+03 8.691883481562280984e-12
1.215831076174456484e+03 8.576946290886023042e-12
1.215837507707790564e+03 8.459805155169133744e-12
1.215843939128631973e+03 8.340570958703100455e-12
1.215850370549473155e+03 8.219418362891571462e-12
1.215856801857259597e+03 8.096500268009606342e-12
1.215863233165046495e+03 7.971984521600357468e-12
1.215869664359212038e+03 7.846101512516820206e-12
1.215876095553377581e+03 7.718876359520072799e-12
1.215882526633347425e+03 7.590619332518012989e-12
1.215888957713317495e+03 7.461379393716911274e-12
1.215895388678512063e+03 7.331348994324505897e-12
1.215901819643706403e+03 7.200669320044442807e-12
1.215908250493539981e+03 7.069490597550744402e-12
1.215914681343372877e+03 6.938021293822577117e-12
1.215921112077251337e+03 6.806325336952051685e-12
1.215927542811129342e+03 6.674557268961612455e-12
1.215933973428454465e+03 6.542877739022534154e-12
1.215940404045779587e+03 6.411426173106887802e-12
1.215946834545945421e+03 6.280306113780161460e-12
1.215953265046111255e+03 6.149695413922526204e-12
1.215959695428505938e+03 6.019669291334441702e-12
1.215966125810900621e+03 5.890385720009464937e-12
1.215972556074906379e+03 5.761892910098596801e-12
1.215978986338912136e+03 5.634381079755536349e-12
1.215985416483903236e+03 5.507878014750815615e-12
1.215991846628894564e+03 5.382494979418200321e-12
1.215998276654240726e+03 5.258409401855799964e-12
1.216004706679586889e+03 5.135601827691000581e-12
1.216011136584649194e+03 5.014173577124250172e-12
1.216017566489711498e+03 4.894203539620411977e-12
1.216023996273847160e+03 4.775847021595888025e-12
1.216030426057982595e+03 4.659095064176230404e-12
1.216036855720539506e+03 4.544025492464641703e-12
1.216043285383096418e+03 4.430699328707216010e-12
1.216049714923417923e+03 4.319188349671970535e-12
1.216056144463739429e+03 4.209494394495598290e-12
1.216062573881161143e+03 4.101734872361371110e-12
1.216069003298582402e+03 3.995873639278774860e-12
1.216075432592434481e+03 3.891957930483941618e-12
1.216081861886286561e+03 3.790015063838106830e-12
1.216088291055890977e+03 3.690065635236278237e-12
1.216094720225495394e+03 3.592168491172487207e-12
1.216101149270169117e+03 3.496299227174327759e-12
1.216107578314842613e+03 3.402497767493541948e-12
1.216114007233894426e+03 3.310764869535624990e-12
1.216120436152946468e+03 3.221091180558170486e-12
1.216126864945680154e+03 3.133488180379805360e-12
1.216133293738413613e+03 3.047939833008666499e-12
1.216139722404124996e+03 2.964453076519619757e-12
1.216146151069836378e+03 2.882982998069573723e-12
1.216152579607814459e+03 2.803589048810112027e-12
1.216159008145792995e+03 2.726190732171984817e-12
1.216165436555321776e+03 2.650805970668804552e-12
1.216171864964850556e+03 2.577403019309499463e-12
1.216178293245204713e+03 2.505930805005275201e-12
1.216184721525558871e+03 2.436385569156602032e-12
1.216191149676008990e+03 2.368765104113523356e-12
1.216197577826458655e+03 2.303018707612174493e-12
1.216204005846266227e+03 2.239143137835368306e-12
1.216210433866073799e+03 2.177066665428932472e-12
1.216216861754494403e+03 2.116785629661908152e-12
1.216223289642915461e+03 2.058256190877031874e-12
1.216229717399198535e+03 2.001460602842801438e-12
1.216236145155481609e+03 1.946343694093325874e-12
1.216242572778868634e+03 1.892874758752176430e-12
1.216249000402256115e+03 1.841019466708684312e-12
1.216255427891982663e+03 1.790738935122475613e-12
1.216261855381709211e+03 1.741988402330614917e-12
1.216268282737003119e+03 1.694742148266640942e-12
1.216274710092297255e+03 1.648958991978479322e-12
1.216281137312379997e+03 1.604619914811439327e-12
1.216287564532462738e+03 1.561667793032118994e-12
1.216293991616548738e+03 1.520063460912729935e-12
1.216300418700634964e+03 1.479780590855096584e-12
1.216306845647931596e+03 1.440780550233067791e-12
1.216313272595228000e+03 1.403024382458273907e-12
1.216319699404935818e+03 1.366476488013530366e-12
1.216326126214643637e+03 1.331098847850776555e-12
1.216332552885955920e+03 1.296859172260638444e-12
1.216338979557267976e+03 1.263728809086360947e-12
1.216345406089371181e+03 1.231668172727799378e-12
1.216351832621474387e+03 1.200639445727644556e-12
1.216358259013547922e+03 1.170612608891280074e-12
1.216364685405621913e+03 1.141558530673006783e-12
1.216371111656838593e+03 1.113442984094722850e-12
1.216377537908055047e+03 1.086238034324707379e-12
1.216383964017579501e+03 1.059910854939229693e-12
1.216390390127104411e+03 1.034431788817640643e-12
1.216396816094095811e+03 1.009780068889837956e-12
1.216403242061086758e+03 9.859181312749299586e-13
1.216409667884695409e+03 9.628272941153552366e-13
1.216416093708304516e+03 9.404809386842621068e-13
1.216422519387674583e+03 9.188518138092935265e-13
1.216428945067044424e+03 8.979116748961258409e-13
1.216435370601313025e+03 8.776368979018858730e-13
1.216441796135581626e+03 8.580068829709336268e-13
1.216448221523877919e+03 8.389988857460861175e-13
1.216454646912174667e+03 8.205896839196075477e-13
1.216461072153621899e+03 8.027580003112729123e-13
1.216467497395069358e+03 7.854881746256831780e-13
1.216473922488782591e+03 7.687573598287276887e-13
1.216480347582495597e+03 7.525419188082774988e-13
1.216486772527582616e+03 7.368275101277934049e-13
1.216493197472669635e+03 7.215933894275593264e-13
1.216499622268231178e+03 7.068279852975856533e-13
1.216506047063792948e+03 6.925113265073385572e-13
1.216512471708923385e+03 6.786275467800782023e-13
1.216518896354053595e+03 6.651599907481655571e-13
1.216525320847838657e+03 6.520953607246453006e-13
1.216531745341623491e+03 6.394214144144604777e-13
1.216538169683141859e+03 6.271205794413553431e-13
1.216544594024660455e+03 6.151832413258695298e-13
1.216551018212984218e+03 6.035903946670529793e-13
1.216557442401307981e+03 5.923340420948482209e-13
1.216563866435501268e+03 5.813987895704106906e-13
1.216570290469694555e+03 5.707821363188054111e-13
1.216576714348814676e+03 5.604652794109223730e-13
1.216583138227934796e+03 5.504379768318255630e-13
1.216589561951030419e+03 5.406916422622339106e-13
1.216595985674126496e+03 5.312156093504143203e-13
1.216602409240240377e+03 5.220015863582116668e-13
1.216608832806354940e+03 5.130382889489256128e-13
1.216615256214521878e+03 5.043201373100017977e-13
1.216621679622689499e+03 4.958321496466670021e-13
1.216628102871937017e+03 4.875739092323587482e-13
1.216634526121184535e+03 4.795347483438598044e-13
1.216640949210532426e+03 4.717074085865790751e-13
1.216647372299880544e+03 4.640831475988303693e-13
1.216653795228340414e+03 4.566564349711251532e-13
1.216660218156801193e+03 4.494197826941482393e-13
1.216666640923378509e+03 4.423669434184581597e-13
1.216673063689956052e+03 4.354912263724271799e-13
1.216679486293648552e+03 4.287898346065170582e-13
1.216685908897340596e+03 4.222533339021933759e-13
1.216692331337137375e+03 4.158786501535520849e-13
1.216698753776934609e+03 4.096601059521241068e-13
1.216705176051818171e+03 4.035917173360988587e-13
1.216711598326701505e+03 3.976683101095253216e-13
1.216718020435646849e+03 3.918854574934237246e-13
1.216724442544592193e+03 3.862390847957441813e-13
1.216730864486565451e+03 3.807251552581753219e-13
1.216737286428539164e+03 3.753393633370697018e-13
1.216743708202500557e+03 3.700771812045617258e-13
1.216750129976461949e+03 3.649346415642076903e-13
1.216756551581363055e+03 3.599096530782390315e-13
1.216762973186264389e+03 3.549959983974542542e-13
1.216769394621049514e+03 3.501911835526065461e-13
1.216775816055834866e+03 3.454916253333344039e-13
1.216782237319439901e+03 3.408941031561829726e-13
1.216788658583045390e+03 3.363985012473213198e-13
1.216795079674400540e+03 3.319978873815267652e-13
1.216801500765755009e+03 3.276910433759944935e-13
1.216807921683779341e+03 3.234751788197622890e-13
1.216814342601804128e+03 3.193475444430719293e-13
1.216820763345412388e+03 3.153058681001531324e-13
1.216827184089020648e+03 3.113468701701956944e-13
1.216833604657117803e+03 3.074693525287332690e-13
1.216840025225215413e+03 3.036705630976453931e-13
1.216846445616699611e+03 2.999471753526295934e-13
1.216852866008183355e+03 2.962980881786572804e-13
1.216859286221944785e+03 2.927203184009088505e-13
1.216865706435705988e+03 2.892127465606906603e-13
1.216872126470626199e+03 2.857731406476165523e-13
1.216878546505546637e+03 2.823998060496101223e-13
1.216884966360499675e+03 2.790914292902612961e-13
1.216891386215452940e+03 2.758461224275980626e-13
1.216897805889306483e+03 2.726613748879302117e-13
1.216904225563159798e+03 2.695360971165827823e-13
1.216910645054771976e+03 2.664684838871546414e-13
1.216917064546383926e+03 2.634563075543108082e-13
1.216923483854605365e+03 2.604996502857577322e-13
1.216929903162826577e+03 2.575956537946965592e-13
1.216936322286499490e+03 2.547440119431467745e-13
1.216942741410172630e+03 2.519438304077336155e-13
1.216949160348133319e+03 2.491923960625347021e-13
1.216955579286093553e+03 2.464894251676434327e-13
1.216961998037167405e+03 2.438334131540426661e-13
1.216968416788241484e+03 2.412235496272432401e-13
1.216974835351248885e+03 2.386575255364568689e-13
1.216981253914255603e+03 2.361362121993636966e-13
1.216987672288006479e+03 2.336571029373725057e-13
1.216994090661757582e+03 2.312188144462085786e-13
1.217000508845055037e+03 2.288213955504769704e-13
1.217006927028352720e+03 2.264638457036847630e-13
1.217013345019992585e+03 2.241445288653326369e-13
1.217019763011631767e+03 2.218633393562517928e-13
1.217026180810399410e+03 2.196187480590907815e-13
1.217032598609167508e+03 2.174106312588504796e-13
1.217039016213843297e+03 2.152369934700627301e-13
1.217045433818518632e+03 2.130984040524119744e-13
1.217051851227872476e+03 2.109931489271688775e-13
1.217058268637226547e+03 2.089210608224228027e-13
1.217064685850020851e+03 2.068806237692610496e-13
1.217071103062815155e+03 2.048716104535717357e-13
1.217077520077804820e+03 2.028937876597910310e-13
1.217083937092794713e+03 2.009458030427872062e-13
1.217090353908726229e+03 1.990278412290420806e-13
1.217096770724657517e+03 1.971378583855716083e-13
1.217103187340268732e+03 1.952761912980337324e-13
1.217109603955880175e+03 1.934423870947341797e-13
1.217116020369900980e+03 1.916357362722808971e-13
1.217122436783922240e+03 1.898553079735844662e-13
1.217128852995075249e+03 1.881006893290744471e-13
1.217135269206228031e+03 1.863716685031152099e-13
1.217141685213226083e+03 1.846670890193193399e-13
1.217148101220223907e+03 1.829872928179900610e-13
1.217154517021772790e+03 1.813317549634469515e-13
1.217160932823321218e+03 1.796992935375773559e-13
1.217167348418117626e+03 1.780893223288668065e-13
1.217173764012913580e+03 1.765020731984301269e-13
1.217180179399645567e+03 1.749370325744183088e-13
1.217186594786378009e+03 1.733936133667984659e-13
1.217193009963727491e+03 1.718713181312966522e-13
1.217199425141076745e+03 1.703694413148225768e-13
1.217205840107715403e+03 1.688884836299473897e-13
1.217212255074353379e+03 1.674274438578602706e-13
1.217218669828944712e+03 1.659858137145272594e-13
1.217225084583536045e+03 1.645634668956295074e-13
1.217231499124735592e+03 1.631600724312182508e-13
1.217237913665935139e+03 1.617751344127263947e-13
1.217244327992390026e+03 1.604084035860932453e-13
1.217250742318845141e+03 1.590596504998914426e-13
1.217257156429194083e+03 1.577284219279293337e-13
1.217263570539542570e+03 1.564144289244299687e-13
1.217269984432415413e+03 1.551173950204557516e-13
1.217276398325288937e+03 1.538368714875491266e-13
1.217282811999308478e+03 1.525726464939930200e-13
1.217289225673327564e+03 1.513245468471500848e-13
1.217295639127106369e+03 1.500921527204224491e-13
1.217302052580885402e+03 1.488750957193584210e-13
1.217308465813028533e+03 1.476732668154308724e-13
1.217314879045171438e+03 1.464863704583543883e-13
1.217321292054275546e+03 1.453141035592471625e-13
1.217327705063379426e+03 1.441562834977582385e-13
1.217334117848032065e+03 1.430127894363644151e-13
1.217340530632684477e+03 1.418829973644819925e-13
1.217346943191464788e+03 1.407669193217102964e-13
1.217353355750245100e+03 1.396642685889610998e-13
1.217359768081724496e+03 1.385750460027618937e-13
1.217366180413203438e+03 1.374987979740495777e-13
1.217372592515943779e+03 1.364353349199803078e-13
1.217379004618683439e+03 1.353843769843881655e-13
1.217385416491238175e+03 1.343459118908573269e-13
1.217391828363793138e+03 1.333194142724464027e-13
1.217398240004707077e+03 1.323050419199090250e-13
1.217404651645621470e+03 1.313024462584523222e-13
1.217411063053431917e+03 1.303113941200242311e-13
1.217417474461242136e+03 1.293317689469353778e-13
1.217423885634475482e+03 1.283635734922514536e-13
1.217430296807709283e+03 1.274063360618464048e-13
1.217436707744885780e+03 1.264599199527368694e-13
1.217443118682062504e+03 1.255244066274278605e-13
1.217449529381691491e+03 1.245993641806469083e-13
1.217455940081321614e+03 1.236847139397802579e-13
1.217462350541905835e+03 1.227801344913233437e-13
1.217468761002490055e+03 1.218856972612528691e-13
1.217475171222521567e+03 1.210012583390574179e-13
1.217481581442553306e+03 1.201265926747451416e-13
1.217487991420516892e+03 1.192615672850313895e-13
1.217494401398480477e+03 1.184059852751457041e-13
1.217500811132850913e+03 1.175596486050846564e-13
1.217507220867221122e+03 1.167227176457257323e-13
1.217513630356466138e+03 1.158947053478127402e-13
1.217520039845710244e+03 1.150755989621705641e-13
1.217526449088286427e+03 1.142652569507695171e-13
1.217532858330862382e+03 1.134637345032591660e-13
1.217539267325219043e+03 1.126706341272989392e-13
1.217545676319575477e+03 1.118859950824453286e-13
1.217552085064152607e+03 1.111097176928748218e-13
1.217558493808729509e+03 1.103415949127925217e-13
1.217564902301959137e+03 1.095814912627039358e-13
1.217571310795188083e+03 1.088294964856207579e-13
1.217577719035491555e+03 1.080851768647268772e-13
1.217584127275794572e+03 1.073486139572064811e-13
1.217590535261586410e+03 1.066196320908532061e-13
1.217596943247377567e+03 1.058981976593686286e-13
1.217603350977060927e+03 1.051842168374611846e-13
1.217609758706744515e+03 1.044773949934238115e-13
1.217616166178715957e+03 1.037777249214338335e-13
1.217622573650687627e+03 1.030853197853729120e-13
1.217628980863333481e+03 1.023998320900722294e-13
1.217635388075979790e+03 1.017212046166886478e-13
1.217641795027678199e+03 1.010494187016919517e-13
1.217648201979376609e+03 1.003844334894945664e-13
1.217654608668496167e+03 9.972603807699561537e-14
1.217661015357615497e+03 9.907419353313360330e-14
1.217667421782515476e+03 9.842870771224023635e-14
1.217673828207415454e+03 9.778963546178859855e-14
1.217680234366446712e+03 9.715685394268342189e-14
1.217686640525478197e+03 9.653026712036766827e-14
1.217693046416982497e+03 9.590978263243573877e-14
1.217699452308486570e+03 9.529527085769495267e-14
1.217705857930795446e+03 9.468671471245723685e-14
1.217712263553105004e+03 9.408406341731595955e-14
1.217718668904542938e+03 9.348725789378094175e-14
1.217725074255980644e+03 9.289610202983000697e-14
1.217731479334861433e+03 9.231068226216693167e-14
1.217737884413742449e+03 9.173077887490386013e-14
1.217744289218371250e+03 9.115636250488987261e-14
1.217750694023000051e+03 9.058735514076793570e-14
1.217757098551672925e+03 9.002376513906519822e-14
1.217763503080345799e+03 8.946551180980917911e-14
1.217769907331349486e+03 8.891248154545650793e-14
1.217776311582353628e+03 8.836452389875978254e-14
1.217782715553965318e+03 8.782177539104924398e-14
1.217789119525577462e+03 8.728405215029538030e-14
1.217795523216066385e+03 8.675122539304621932e-14
1.217801926906555082e+03 8.622339425589455512e-14
1.217808330314180239e+03 8.570036052437567419e-14
1.217814733721805169e+03 8.518204019949000612e-14
1.217821136844816010e+03 8.466845313121596883e-14
1.217827539967827079e+03 8.415960155027826162e-14
1.217833942804464641e+03 8.365532892494667091e-14
1.217840345641101521e+03 8.315561949234044360e-14
1.217846748189597065e+03 8.266033458494067790e-14
1.217853150738092609e+03 8.216962648239336243e-14
1.217859552996667389e+03 8.168332821241481437e-14
1.217865955255242397e+03 8.120140231652947630e-14
1.217872357222110395e+03 8.072369431142481655e-14
1.217878759188978393e+03 8.025021843352033808e-14
1.217885160862342445e+03 7.978091724905847795e-14
1.217891562535706498e+03 7.931582471017754955e-14
1.217897963913760577e+03 7.885477018889784219e-14
1.217904365291814202e+03 7.839773961687718273e-14
1.217910766372743183e+03 7.794474422196466887e-14
1.217917167453671937e+03 7.749576553410077178e-14
1.217923568235650464e+03 7.705059520273552095e-14
1.217929969017628991e+03 7.660932648977320033e-14
1.217936369498823296e+03 7.617187041590827915e-14
1.217942769980017601e+03 7.573815090129211878e-14
1.217949170158583911e+03 7.530809929630852979e-14
1.217955570337150220e+03 7.488171746539927519e-14
1.217961970211235439e+03 7.445904205260035013e-14
1.217968370085320430e+03 7.403989289176035065e-14
1.217974769653061912e+03 7.362435456761751039e-14
1.217981169220803622e+03 7.321238724738932059e-14
1.217987568480329173e+03 7.280379646150689244e-14
1.217993967739854725e+03 7.239871929194306667e-14
1.218000366689283055e+03 7.199700782431555666e-14
1.218006765638711613e+03 7.159863189453874995e-14
1.218013164276151429e+03 7.120361100975499280e-14
1.218019562913591471e+03 7.081190467852347435e-14
1.218025961237141928e+03 7.042339922876484557e-14
1.218032359560692385e+03 7.003814857293002604e-14
1.218038757568443543e+03 6.965605352463556803e-14
1.218045155576194702e+03 6.927709372531719573e-14
1.218051553266226392e+03 6.890122511427059367e-14
1.218057950956257855e+03 6.852844818213646038e-14
1.218064348326640811e+03 6.815867954412416904e-14
1.218070745697023540e+03 6.779196519895203328e-14
1.218077142745818492e+03 6.742818846100467818e-14
1.218083539794612989e+03 6.706733094465145459e-14
1.218089936519871117e+03 6.670938267196566429e-14
1.218096333245128790e+03 6.635433741634830077e-14
1.218102729644891269e+03 6.600214501733577529e-14
1.218109126044653522e+03 6.565278018767941992e-14
1.218115522116952889e+03 6.530623782596412957e-14
1.218121918189252483e+03 6.496239886875498863e-14
1.218128313932109904e+03 6.462126411235260534e-14
1.218134709674967780e+03 6.428280021217982225e-14
1.218141105086396692e+03 6.394703865753077200e-14
1.218147500497825376e+03 6.361392535744169875e-14
1.218153895575827846e+03 6.328343282202108057e-14
1.218160290653830543e+03 6.295553599485966851e-14
1.218166685396399771e+03 6.263016151034230073e-14
1.218173080138969226e+03 6.230731619690755048e-14
1.218179474544087952e+03 6.198694731638917231e-14
1.218185868949206906e+03 6.166914247894983722e-14
1.218192263014848777e+03 6.135383512381493365e-14
1.218198657080490648e+03 6.104088794316837990e-14
1.218205050804619532e+03 6.073034439177251985e-14
1.218211444528748416e+03 6.042218213926342916e-14
1.218217837909316586e+03 6.011639214590722696e-14
1.218224231289885211e+03 5.981290309259472675e-14
1.218230624324837436e+03 5.951170899956185267e-14
1.218237017359790116e+03 5.921282596249185081e-14
1.218243410047060024e+03 5.891618575832217031e-14
1.218249802734330387e+03 5.862180393969488814e-14
1.218256195071842512e+03 5.832968508534783550e-14
1.218262587409353955e+03 5.803969295036106922e-14
1.218268979395021461e+03 5.775190737312416272e-14
1.218275371380688966e+03 5.746629496462266645e-14
1.218281763012416604e+03 5.718281931675034065e-14
1.218288154644144242e+03 5.690141474884907258e-14
1.218294545919825396e+03 5.662213941963252888e-14
1.218300937195507004e+03 5.634485856389286342e-14
1.218307328113026415e+03 5.606967027541915155e-14
1.218313719030546054e+03 5.579643294282580192e-14
1.218320109587778006e+03 5.552529945915563022e-14
1.218326500145009959e+03 5.525619072765985253e-14
1.218332890339818505e+03 5.498927668241999672e-14
1.218339280534626823e+03 5.472471611847274856e-14
1.218345670364865555e+03 5.446287301915099562e-14
1.218352060195104514e+03 5.420412526742057861e-14
1.218358449658618383e+03 5.395020101811301151e-14
1.218364839122131798e+03 5.370667648775199520e-14
1.218371228216753934e+03 5.347893037577138032e-14
1.218372577101207071e+03 5.330645992323619344e-14
1.218379142584541569e+03 5.308002069178193001e-14
1.218385708067876067e+03 5.284007276845659349e-14
1.218392273384250529e+03 5.258998134045908552e-14
1.218398838700625220e+03 5.233834138714140605e-14
1.218405403849422555e+03 5.208706488315908528e-14
1.218411968998219891e+03 5.183667397334121163e-14
1.218418533978830510e+03 5.158760990459345711e-14
1.218425098959441129e+03 5.134017094496970026e-14
1.218431663771262492e+03 5.109437433720756297e-14
1.218438228583083855e+03 5.085032826012053165e-14
1.218444793225522972e+03 5.060802307572255098e-14
1.218451357867962088e+03 5.036744098258605099e-14
1.218457922340431196e+03 5.012862617029973847e-14
1.218464486812900532e+03 4.989149097306868539e-14
1.218471051114821876e+03 4.965605972369828343e-14
1.218477615416743220e+03 4.942228395111616222e-14
1.218484179547545409e+03 4.919017746192894733e-14
