CII_combined_visit02_phase,CII_combined_visit02_flux,CII_combined_visit03_phase,CII_combined_visit03_flux,CII_combined_visit04_phase,CII_combined_visit04_flux,SiIII_1_visit02_phase,SiIII_1_visit02_flux,SiIII_1_visit03_phase,SiIII_1_visit03_flux,SiIII_1_visit04_phase,SiIII_1_visit04_flux,SiIV_combined_visit02_phase,SiIV_combined_visit02_flux,SiIV_combined_visit03_phase,SiIV_combined_visit03_flux,SiIV_combined_visit04_phase,SiIV_combined_visit04_flux,NV_combined_visit02_phase,NV_combined_visit02_flux,NV_combined_visit03_phase,NV_combined_visit03_flux,NV_combined_visit04_phase,NV_combined_visit04_flux
-0.013839375518728048,1.1666164756338335,-0.037227515676931944,0.8944518443682651,0.03240602428559214,1.242373075007147,-0.013839375518728048,1.037826154059091,-0.037227515676931944,0.8277640778946574,0.03240602428559214,1.0993556859047438,-0.013839375518728048,1.7113858526512415,-0.037227515676931944,0.8652863939722036,0.03240602428559214,1.1099076265742582,-0.013839375518728048,1.3696747209798819,-0.037227515676931944,0.867847150840976,0.03240602428559214,1.0788334128402375
-0.013144931072019972,1.3554348076709315,-0.03653307122294791,0.8365996682543966,0.033100468732300214,0.9846025037781021,-0.013144931072019972,1.120188155272084,-0.03653307122294791,0.846254490567094,0.033100468732300214,0.9512178283643085,-0.013144931072019972,1.221707421506713,-0.03653307122294791,0.7069447712515425,0.033100468732300214,1.1073157772647522,-0.013144931072019972,1.2415582572829231,-0.03653307122294791,0.636046414247063,0.033100468732300214,0.8309444490854367
-0.012450486632587854,1.154043546178307,-0.03583862679079175,0.6792863355995344,0.03379491317173233,1.1149177612883046,-0.012450486632587854,0.9592521514453561,-0.03583862679079175,1.0489706223142303,0.03379491317173233,0.8697848547638539,-0.012450486632587854,1.4467368428850642,-0.03583862679079175,0.6385060390499057,0.03379491317173233,1.0265315190211481,-0.012450486632587854,1.5701805796560895,-0.03583862679079175,0.7971083347074462,0.03379491317173233,0.9499241846152152
-0.01175604217860382,1.2343454628176975,-0.03514418233680772,0.8203429198920873,0.03448935761844041,0.9551221157148814,-0.01175604217860382,1.2427258880307912,-0.03514418233680772,1.1863585873267697,0.03448935761844041,1.163205496850451,-0.01175604217860382,1.4366863743379694,-0.03514418233680772,0.766737131386919,0.03448935761844041,1.1800042955837289,-0.01175604217860382,1.3110001313021582,-0.03514418233680772,0.9089908113607378,0.03448935761844041,1.2004005864080263
-0.01106159774644766,1.0217032746499055,-0.0344497378973756,0.918850592240047,0.035183802057872526,1.0182362868828931,-0.01106159774644766,1.2204603623978123,-0.0344497378973756,0.8789337441014337,0.035183802057872526,1.1717293649743492,-0.01106159774644766,1.3242492844555016,-0.0344497378973756,0.7410641400338304,0.035183802057872526,1.1565032630355414,-0.01106159774644766,1.244741899880876,-0.0344497378973756,0.7688883030645193,0.035183802057872526,1.0104160004002052
-0.010367153299739584,0.970796502379149,-0.03375529345066752,0.8087276149521778,0.0358782465045806,0.9229978960790359,-0.010367153299739584,1.2515241647050193,-0.03375529345066752,0.7550198486274583,0.0358782465045806,0.9346091503022586,-0.010367153299739584,1.2279591842514046,-0.03375529345066752,0.6377229741596262,0.0358782465045806,1.325656130814244,-0.010367153299739584,1.3698999235662517,-0.03375529345066752,0.7790657774967736,0.0358782465045806,1.0249623029830148
-0.009672708853031509,1.1838468443539334,-0.03306084900395945,0.7899815437541642,0.03657269095128868,0.9845585176785983,-0.009672708853031509,1.0272507536077675,-0.03306084900395945,0.8657733634858167,0.03657269095128868,1.1053999118665887,-0.009672708853031509,1.0921100116659261,-0.03306084900395945,0.6126244620110175,0.03657269095128868,0.9210448554243704,-0.009672708853031509,1.24342275271203,-0.03306084900395945,0.9023685311726296,0.03657269095128868,1.009123226466718
-0.008978264406323433,1.1220714935720277,-0.03236640455725137,0.8691059746283688,0.03726713539799675,1.099662191740005,-0.008978264406323433,1.3229391871882905,-0.03236640455725137,0.9119190414882227,0.03726713539799675,1.1957664371162275,-0.008978264406323433,1.437488755298388,-0.03236640455725137,0.6013491245454582,0.03726713539799675,1.151493819497157,-0.008978264406323433,1.3023166132576656,-0.03236640455725137,0.847209468633046,0.03726713539799675,1.2180779974114047
-0.008283819974167272,1.2014789229701164,-0.031671960110543296,0.6971148814034455,0.03796157983742887,0.9830640429911485,-0.008283819974167272,1.2270266120107558,-0.031671960110543296,1.0609098860656403,0.03796157983742887,1.1866795528190675,-0.008283819974167272,1.6520729333997684,-0.031671960110543296,0.7405909360917303,0.03796157983742887,1.1097501829779155,-0.008283819974167272,1.36349383849533,-0.031671960110543296,0.8894494579490477,0.03796157983742887,1.2487374574492622
-0.007589375520183239,1.1583369717764889,-0.030977515671111178,0.9204442416980777,0.03865602428413695,1.0084784359784802,-0.007589375520183239,1.1887321380218971,-0.030977515671111178,0.7931889209035684,0.03865602428413695,0.9928836472055722,-0.007589375520183239,1.2292073129670642,-0.030977515671111178,0.689502190909921,0.03865602428413695,0.7353128396189292,-0.007589375520183239,1.0032578027673003,-0.030977515671111178,0.7119510841108172,0.03865602428413695,1.10871106437466
